dx_1
-1.0,-1.0,-1.0
-1.0,-1.0,-0.963500986855196
-1.0,-1.0,-0.8866149633015706
-1.0,-1.0,-0.8050034396510403
-1.0,-1.0,-0.7174625694101202
-1.0,-1.0,-0.6221435851662755
-1.0,-1.0,-0.5159190865959679
-1.0,-1.0,-0.3926030788170204
-1.0,-1.0,-0.23556184729021223
-1.0,-1.0,2.2658496747475652e-8
-1.0,-1.0,0.23556184729022311
-1.0,-1.0,0.3926030788170385
-1.0,-1.0,0.5159190865959914
-1.0,-1.0,0.6221435851663037
-1.0,-1.0,0.7174625694101515
-1.0,-1.0,0.8050034396510707
-1.0,-1.0,0.8866149633015942
-1.0,-1.0,0.9635009868552067
-1.0,-1.0,1.0
-1.0,-0.963500986855196,-1.0
-1.0,-0.963500986855196,1.0
-1.0,-0.8866149633015706,-1.0
-1.0,-0.8866149633015706,1.0
-1.0,-0.8750000000000001,-1.0
-1.0,-0.8750000000000001,1.0
-1.0,-0.8050034396510403,-1.0
-1.0,-0.8050034396510403,1.0
-1.0,-0.7174625694101202,-1.0
-1.0,-0.7174625694101202,1.0
-1.0,-0.6250000000000001,-1.0
-1.0,-0.6250000000000001,1.0
-1.0,-0.6221435851662755,-1.0
-1.0,-0.6221435851662755,1.0
-1.0,-0.5159190865959679,-1.0
-1.0,-0.5159190865959679,1.0
-1.0,-0.3926030788170204,-1.0
-1.0,-0.3926030788170204,1.0
-1.0,-0.375,-1.0
-1.0,-0.375,1.0
-1.0,-0.23556184729021223,-1.0
-1.0,-0.23556184729021223,1.0
-1.0,-0.125,-1.0
-1.0,-0.125,1.0
-1.0,2.2658496747475652e-8,-1.0
-1.0,2.2658496747475652e-8,1.0
-1.0,0.125,-1.0
-1.0,0.125,1.0
-1.0,0.23556184729022311,-1.0
-1.0,0.23556184729022311,1.0
-1.0,0.375,-1.0
-1.0,0.375,1.0
-1.0,0.3926030788170385,-1.0
-1.0,0.3926030788170385,1.0
-1.0,0.5159190865959914,-1.0
-1.0,0.5159190865959914,1.0
-1.0,0.6221435851663037,-1.0
-1.0,0.6221435851663037,1.0
-1.0,0.6250000000000001,-1.0
-1.0,0.6250000000000001,1.0
-1.0,0.7174625694101515,-1.0
-1.0,0.7174625694101515,1.0
-1.0,0.8050034396510707,-1.0
-1.0,0.8050034396510707,1.0
-1.0,0.8750000000000001,-1.0
-1.0,0.8750000000000001,1.0
-1.0,0.8866149633015942,-1.0
-1.0,0.8866149633015942,1.0
-1.0,0.9635009868552067,-1.0
-1.0,0.9635009868552067,1.0
-1.0,1.0,-1.0
-1.0,1.0,-0.963500986855196
-1.0,1.0,-0.8866149633015706
-1.0,1.0,-0.8050034396510403
-1.0,1.0,-0.7174625694101202
-1.0,1.0,-0.6221435851662755
-1.0,1.0,-0.5159190865959679
-1.0,1.0,-0.3926030788170204
-1.0,1.0,-0.23556184729021223
-1.0,1.0,2.2658496747475652e-8
-1.0,1.0,0.23556184729022311
-1.0,1.0,0.3926030788170385
-1.0,1.0,0.5159190865959914
-1.0,1.0,0.6221435851663037
-1.0,1.0,0.7174625694101515
-1.0,1.0,0.8050034396510707
-1.0,1.0,0.8866149633015942
-1.0,1.0,0.9635009868552067
-1.0,1.0,1.0
1.0,-1.0,-1.0
1.0,-1.0,-0.963500986855196
1.0,-1.0,-0.8866149633015706
1.0,-1.0,-0.8050034396510403
1.0,-1.0,-0.7174625694101202
1.0,-1.0,-0.6221435851662755
1.0,-1.0,-0.5159190865959679
1.0,-1.0,-0.3926030788170204
1.0,-1.0,-0.23556184729021223
1.0,-1.0,2.2658496747475652e-8
1.0,-1.0,0.23556184729022311
1.0,-1.0,0.3926030788170385
1.0,-1.0,0.5159190865959914
1.0,-1.0,0.6221435851663037
1.0,-1.0,0.7174625694101515
1.0,-1.0,0.8050034396510707
1.0,-1.0,0.8866149633015942
1.0,-1.0,0.9635009868552067
1.0,-1.0,1.0
1.0,-0.963500986855196,-1.0
1.0,-0.963500986855196,1.0
1.0,-0.8866149633015706,-1.0
1.0,-0.8866149633015706,1.0
1.0,-0.8750000000000001,-1.0
1.0,-0.8750000000000001,1.0
1.0,-0.8050034396510403,-1.0
1.0,-0.8050034396510403,1.0
1.0,-0.7174625694101202,-1.0
1.0,-0.7174625694101202,1.0
1.0,-0.6250000000000001,-1.0
1.0,-0.6250000000000001,1.0
1.0,-0.6221435851662755,-1.0
1.0,-0.6221435851662755,1.0
1.0,-0.5159190865959679,-1.0
1.0,-0.5159190865959679,1.0
1.0,-0.3926030788170204,-1.0
1.0,-0.3926030788170204,1.0
1.0,-0.375,-1.0
1.0,-0.375,1.0
