dx_1
-1.0,-1.0,-1.0
-1.0,-1.0,-0.8642674742643492
-1.0,-1.0,-0.5185604845586096
-1.0,-1.0,2.2658496747475652e-8
-1.0,-1.0,0.5185604845586097
-1.0,-1.0,0.8642674742643495
-1.0,-1.0,1.0
-1.0,-0.8642674742643492,-1.0
-1.0,-0.8642674742643492,1.0
-1.0,-0.5185604845586096,-1.0
-1.0,-0.5185604845586096,1.0
-1.0,-0.5,-1.0
-1.0,-0.5,1.0
-1.0,2.2658496747475652e-8,-1.0
-1.0,2.2658496747475652e-8,1.0
-1.0,0.5,-1.0
-1.0,0.5,1.0
-1.0,0.5185604845586097,-1.0
-1.0,0.5185604845586097,1.0
-1.0,0.8642674742643495,-1.0
-1.0,0.8642674742643495,1.0
-1.0,1.0,-1.0
-1.0,1.0,-0.8642674742643492
-1.0,1.0,-0.5185604845586096
-1.0,1.0,2.2658496747475652e-8
-1.0,1.0,0.5185604845586097
-1.0,1.0,0.8642674742643495
-1.0,1.0,1.0
1.0,-1.0,-1.0
1.0,-1.0,-0.8642674742643492
1.0,-1.0,-0.5185604845586096
1.0,-1.0,2.2658496747475652e-8
1.0,-1.0,0.5185604845586097
1.0,-1.0,0.8642674742643495
1.0,-1.0,1.0
1.0,-0.8642674742643492,-1.0
1.0,-0.8642674742643492,1.0
1.0,-0.5185604845586096,-1.0
1.0,-0.5185604845586096,1.0
1.0,-0.5,-1.0
1.0,-0.5,1.0
1.0,2.2658496747475652e-8,-1.0
1.0,2.2658496747475652e-8,1.0
1.0,0.5,-1.0
1.0,0.5,1.0
1.0,0.5185604845586097,-1.0
1.0,0.5185604845586097,1.0
1.0,0.8642674742643495,-1.0
1.0,0.8642674742643495,1.0
1.0,1.0,-1.0
1.0,1.0,-0.8642674742643492
1.0,1.0,-0.5185604845586096
1.0,1.0,2.2658496747475652e-8
1.0,1.0,0.5185604845586097
1.0,1.0,0.8642674742643495
1.0,1.0,1.0
