dx_1
-0.25,-0.25,-0.25,-0.25
-0.25,-0.25,-0.25,0.25
-0.25,-0.25,0.25,-0.25
-0.25,-0.25,0.25,0.25
-0.25,0.25,-0.25,-0.25
-0.25,0.25,-0.25,0.25
-0.25,0.25,0.25,-0.25
-0.25,0.25,0.25,0.25
-0.24906371663866742,-0.25,-0.25,-0.25
-0.24906371663866742,-0.25,-0.25,0.25
-0.24906371663866742,-0.25,0.25,-0.25
-0.24906371663866742,-0.25,0.25,0.25
-0.24906371663866742,0.25,-0.25,-0.25
-0.24906371663866742,0.25,-0.25,0.25
-0.24906371663866742,0.25,0.25,-0.25
-0.24906371663866742,0.25,0.25,0.25
-0.24718644751888194,-0.25,-0.25,-0.25
-0.24718644751888194,-0.25,-0.25,0.25
-0.24718644751888194,-0.25,0.25,-0.25
-0.24718644751888194,-0.25,0.25,0.25
-0.24718644751888194,0.25,-0.25,-0.25
-0.24718644751888194,0.25,-0.25,0.25
-0.24718644751888194,0.25,0.25,-0.25
-0.24718644751888194,0.25,0.25,0.25
-0.24530441612047227,-0.25,-0.25,-0.25
-0.24530441612047227,-0.25,-0.25,0.25
-0.24530441612047227,-0.25,0.25,-0.25
-0.24530441612047227,-0.25,0.25,0.25
-0.24530441612047227,0.25,-0.25,-0.25
-0.24530441612047227,0.25,-0.25,0.25
-0.24530441612047227,0.25,0.25,-0.25
-0.24530441612047227,0.25,0.25,0.25
-0.2434175613982998,-0.25,-0.25,-0.25
-0.2434175613982998,-0.25,-0.25,0.25
-0.2434175613982998,-0.25,0.25,-0.25
-0.2434175613982998,-0.25,0.25,0.25
-0.2434175613982998,0.25,-0.25,-0.25
-0.2434175613982998,0.25,-0.25,0.25
-0.2434175613982998,0.25,0.25,-0.25
-0.2434175613982998,0.25,0.25,0.25
-0.24152582088405392,-0.25,-0.25,-0.25
-0.24152582088405392,-0.25,-0.25,0.25
-0.24152582088405392,-0.25,0.25,-0.25
-0.24152582088405392,-0.25,0.25,0.25
-0.24152582088405392,0.25,-0.25,-0.25
-0.24152582088405392,0.25,-0.25,0.25
-0.24152582088405392,0.25,0.25,-0.25
-0.24152582088405392,0.25,0.25,0.25
-0.23962913063784458,-0.25,-0.25,-0.25
-0.23962913063784458,-0.25,-0.25,0.25
-0.23962913063784458,-0.25,0.25,-0.25
-0.23962913063784458,-0.25,0.25,0.25
-0.23962913063784458,0.25,-0.25,-0.25
-0.23962913063784458,0.25,-0.25,0.25
-0.23962913063784458,0.25,0.25,-0.25
-0.23962913063784458,0.25,0.25,0.25
-0.23772742519757864,-0.25,-0.25,-0.25
-0.23772742519757864,-0.25,-0.25,0.25
-0.23772742519757864,-0.25,0.25,-0.25
-0.23772742519757864,-0.25,0.25,0.25
-0.23772742519757864,0.25,-0.25,-0.25
-0.23772742519757864,0.25,-0.25,0.25
-0.23772742519757864,0.25,0.25,-0.25
-0.23772742519757864,0.25,0.25,0.25
-0.23582063752605772,-0.25,-0.25,-0.25
-0.23582063752605772,-0.25,-0.25,0.25
-0.23582063752605772,-0.25,0.25,-0.25
-0.23582063752605772,-0.25,0.25,0.25
-0.23582063752605772,0.25,-0.25,-0.25
-0.23582063752605772,0.25,-0.25,0.25
-0.23582063752605772,0.25,0.25,-0.25
-0.23582063752605772,0.25,0.25,0.25
-0.2339086989556421,-0.25,-0.25,-0.25
-0.2339086989556421,-0.25,-0.25,0.25
-0.2339086989556421,-0.25,0.25,-0.25
-0.2339086989556421,-0.25,0.25,0.25
-0.2339086989556421,0.25,-0.25,-0.25
-0.2339086989556421,0.25,-0.25,0.25
-0.2339086989556421,0.25,0.25,-0.25
-0.2339086989556421,0.25,0.25,0.25
-0.23199153913035575,-0.25,-0.25,-0.25
-0.23199153913035575,-0.25,-0.25,0.25
-0.23199153913035575,-0.25,0.25,-0.25
-0.23199153913035575,-0.25,0.25,0.25
-0.23199153913035575,0.25,-0.25,-0.25
-0.23199153913035575,0.25,-0.25,0.25
-0.23199153913035575,0.25,0.25,-0.25
-0.23199153913035575,0.25,0.25,0.25
-0.23006908594524805,-0.25,-0.25,-0.25
-0.23006908594524805,-0.25,-0.25,0.25
-0.23006908594524805,-0.25,0.25,-0.25
-0.23006908594524805,-0.25,0.25,0.25
-0.23006908594524805,0.25,-0.25,-0.25
-0.23006908594524805,0.25,-0.25,0.25
-0.23006908594524805,0.25,0.25,-0.25
-0.23006908594524805,0.25,0.25,0.25
-0.22814126548289818,-0.25,-0.25,-0.25
-0.22814126548289818,-0.25,-0.25,0.25
-0.22814126548289818,-0.25,0.25,-0.25
-0.22814126548289818,-0.25,0.25,0.25
-0.22814126548289818,0.25,-0.25,-0.25
-0.22814126548289818,0.25,-0.25,0.25
-0.22814126548289818,0.25,0.25,-0.25
-0.22814126548289818,0.25,0.25,0.25
-0.22620800194685226,-0.25,-0.25,-0.25
-0.22620800194685226,-0.25,-0.25,0.25
-0.22620800194685226,-0.25,0.25,-0.25
-0.22620800194685226,-0.25,0.25,0.25
-0.22620800194685226,0.25,-0.25,-0.25
-0.22620800194685226,0.25,-0.25,0.25
-0.22620800194685226,0.25,0.25,-0.25
-0.22620800194685226,0.25,0.25,0.25
-0.22426921759185414,-0.25,-0.25,-0.25
-0.22426921759185414,-0.25,-0.25,0.25
-0.22426921759185414,-0.25,0.25,-0.25
-0.22426921759185414,-0.25,0.25,0.25
-0.22426921759185414,0.25,-0.25,-0.25
-0.22426921759185414,0.25,-0.25,0.25
-0.22426921759185414,0.25,0.25,-0.25
-0.22426921759185414,0.25,0.25,0.25
-0.2223248326506179,-0.25,-0.25,-0.25
-0.2223248326506179,-0.25,-0.25,0.25
-0.2223248326506179,-0.25,0.25,-0.25
-0.2223248326506179,-0.25,0.25,0.25
-0.2223248326506179,0.25,-0.25,-0.25
-0.2223248326506179,0.25,-0.25,0.25
-0.2223248326506179,0.25,0.25,-0.25
-0.2223248326506179,0.25,0.25,0.25
-0.22037476525697688,-0.25,-0.25,-0.25
-0.22037476525697688,-0.25,-0.25,0.25
-0.22037476525697688,-0.25,0.25,-0.25
-0.22037476525697688,-0.25,0.25,0.25
-0.22037476525697688,0.25,-0.25,-0.25
-0.22037476525697688,0.25,-0.25,0.25
-0.22037476525697688,0.25,0.25,-0.25
-0.22037476525697688,0.25,0.25,0.25
-0.21841893136518065,-0.25,-0.25,-0.25
-0.21841893136518065,-0.25,-0.25,0.25
-0.21841893136518065,-0.25,0.25,-0.25
-0.21841893136518065,-0.25,0.25,0.25
-0.21841893136518065,0.25,-0.25,-0.25
-0.21841893136518065,0.25,-0.25,0.25
