dx_1
-0.25,-0.25,-0.25,-0.25
-0.25,-0.25,-0.25,0.25
-0.25,-0.25,0.25,-0.25
-0.25,-0.25,0.25,0.25
-0.25,-0.24272829154325845,-0.25,-0.25
-0.25,-0.24272829154325845,-0.25,0.25
-0.25,-0.24272829154325845,0.25,-0.25
-0.25,-0.24272829154325845,0.25,0.25
-0.25,-0.24000000000000002,-0.25,-0.25
-0.25,-0.24000000000000002,-0.25,0.25
-0.25,-0.24000000000000002,0.25,-0.25
-0.25,-0.24000000000000002,0.25,0.25
-0.25,-0.23538322733319003,-0.25,-0.25
-0.25,-0.23538322733319003,-0.25,0.25
-0.25,-0.23538322733319003,0.25,-0.25
-0.25,-0.23538322733319003,0.25,0.25
-0.25,-0.22796095137559078,-0.25,-0.25
-0.25,-0.22796095137559078,-0.25,0.25
-0.25,-0.22796095137559078,0.25,-0.25
-0.25,-0.22796095137559078,0.25,0.25
-0.25,-0.2204572267701105,-0.25,-0.25
-0.25,-0.2204572267701105,-0.25,0.25
-0.25,-0.2204572267701105,0.25,-0.25
-0.25,-0.2204572267701105,0.25,0.25
-0.25,-0.22000000000000008,-0.25,-0.25
-0.25,-0.22000000000000008,-0.25,0.25
-0.25,-0.22000000000000008,0.25,-0.25
-0.25,-0.22000000000000008,0.25,0.25
-0.25,-0.21286737884510568,-0.25,-0.25
-0.25,-0.21286737884510568,-0.25,0.25
-0.25,-0.21286737884510568,0.25,-0.25
-0.25,-0.21286737884510568,0.25,0.25
-0.25,-0.2051862266704781,-0.25,-0.25
-0.25,-0.2051862266704781,-0.25,0.25
-0.25,-0.2051862266704781,0.25,-0.25
-0.25,-0.2051862266704781,0.25,0.25
-0.25,-0.20000000000000026,-0.25,-0.25
-0.25,-0.20000000000000026,-0.25,0.25
-0.25,-0.20000000000000026,0.25,-0.25
-0.25,-0.20000000000000026,0.25,0.25
-0.25,-0.1974079998470613,-0.25,-0.25
-0.25,-0.1974079998470613,-0.25,0.25
-0.25,-0.1974079998470613,0.25,-0.25
-0.25,-0.1974079998470613,0.25,0.25
-0.25,-0.1895262364553206,-0.25,-0.25
-0.25,-0.1895262364553206,-0.25,0.25
-0.25,-0.1895262364553206,0.25,-0.25
-0.25,-0.1895262364553206,0.25,0.25
-0.25,-0.1815336565955745,-0.25,-0.25
-0.25,-0.1815336565955745,-0.25,0.25
-0.25,-0.1815336565955745,0.25,-0.25
-0.25,-0.1815336565955745,0.25,0.25
-0.25,-0.18000000000000033,-0.25,-0.25
-0.25,-0.18000000000000033,-0.25,0.25
-0.25,-0.18000000000000033,0.25,-0.25
-0.25,-0.18000000000000033,0.25,0.25
-0.25,-0.1734220038759142,-0.25,-0.25
-0.25,-0.1734220038759142,-0.25,0.25
-0.25,-0.1734220038759142,0.25,-0.25
-0.25,-0.1734220038759142,0.25,0.25
-0.25,-0.16518184417290072,-0.25,-0.25
-0.25,-0.16518184417290072,-0.25,0.25
-0.25,-0.16518184417290072,0.25,-0.25
-0.25,-0.16518184417290072,0.25,0.25
-0.25,-0.1600000000000003,-0.25,-0.25
-0.25,-0.1600000000000003,-0.25,0.25
-0.25,-0.1600000000000003,0.25,-0.25
-0.25,-0.1600000000000003,0.25,0.25
-0.25,-0.1568023064699619,-0.25,-0.25
-0.25,-0.1568023064699619,-0.25,0.25
-0.25,-0.1568023064699619,0.25,-0.25
-0.25,-0.1568023064699619,0.25,0.25
-0.25,-0.1482707436759618,-0.25,-0.25
-0.25,-0.1482707436759618,-0.25,0.25
-0.25,-0.1482707436759618,0.25,-0.25
-0.25,-0.1482707436759618,0.25,0.25
-0.25,-0.14000000000000018,-0.25,-0.25
-0.25,-0.14000000000000018,-0.25,0.25
-0.25,-0.14000000000000018,0.25,-0.25
-0.25,-0.14000000000000018,0.25,0.25
-0.25,-0.13957228050027887,-0.25,-0.25
-0.25,-0.13957228050027887,-0.25,0.25
-0.25,-0.13957228050027887,0.25,-0.25
-0.25,-0.13957228050027887,0.25,0.25
-0.25,-0.1306891979554956,-0.25,-0.25
-0.25,-0.1306891979554956,-0.25,0.25
-0.25,-0.1306891979554956,0.25,-0.25
-0.25,-0.1306891979554956,0.25,0.25
-0.25,-0.12160007474617895,-0.25,-0.25
-0.25,-0.12160007474617895,-0.25,0.25
-0.25,-0.12160007474617895,0.25,-0.25
-0.25,-0.12160007474617895,0.25,0.25
-0.25,-0.12000000000000016,-0.25,-0.25
-0.25,-0.12000000000000016,-0.25,0.25
-0.25,-0.12000000000000016,0.25,-0.25
-0.25,-0.12000000000000016,0.25,0.25
-0.25,-0.11227855468253459,-0.25,-0.25
-0.25,-0.11227855468253459,-0.25,0.25
-0.25,-0.11227855468253459,0.25,-0.25
-0.25,-0.11227855468253459,0.25,0.25
-0.25,-0.1026915157408818,-0.25,-0.25
-0.25,-0.1026915157408818,-0.25,0.25
-0.25,-0.1026915157408818,0.25,-0.25
-0.25,-0.1026915157408818,0.25,0.25
-0.25,-0.1000000000000002,-0.25,-0.25
-0.25,-0.1000000000000002,-0.25,0.25
-0.25,-0.1000000000000002,0.25,-0.25
-0.25,-0.1000000000000002,0.25,0.25
-0.25,-0.09279623524969195,-0.25,-0.25
-0.25,-0.09279623524969195,-0.25,0.25
-0.25,-0.09279623524969195,0.25,-0.25
-0.25,-0.09279623524969195,0.25,0.25
-0.25,-0.08253576946977599,-0.25,-0.25
-0.25,-0.08253576946977599,-0.25,0.25
-0.25,-0.08253576946977599,0.25,-0.25
-0.25,-0.08253576946977599,0.25,0.25
-0.25,-0.08000000000000011,-0.25,-0.25
-0.25,-0.08000000000000011,-0.25,0.25
-0.25,-0.08000000000000011,0.25,-0.25
-0.25,-0.08000000000000011,0.25,0.25
-0.25,-0.07183091333894236,-0.25,-0.25
-0.25,-0.07183091333894236,-0.25,0.25
-0.25,-0.07183091333894236,0.25,-0.25
-0.25,-0.07183091333894236,0.25,0.25
-0.25,-0.06056494392942179,-0.25,-0.25
-0.25,-0.06056494392942179,-0.25,0.25
-0.25,-0.06056494392942179,0.25,-0.25
-0.25,-0.06056494392942179,0.25,0.25
-0.25,-0.060000000000000095,-0.25,-0.25
-0.25,-0.060000000000000095,-0.25,0.25
-0.25,-0.060000000000000095,0.25,-0.25
-0.25,-0.060000000000000095,0.25,0.25
-0.25,-0.04855096164152829,-0.25,-0.25
-0.25,-0.04855096164152829,-0.25,0.25
-0.25,-0.04855096164152829,0.25,-0.25
-0.25,-0.04855096164152829,0.25,0.25
-0.25,-0.04000000000000004,-0.25,-0.25
-0.25,-0.04000000000000004,-0.25,0.25
